,Apis_mel,Metasyrphus_cor,Lasioglossum_mal,Episyrphus_bal,Eucera_cly,Rhodanthidium_sep,Eucera_bid,Dasytes__str,Pieris_bra,Syritta_pip,Lasioglossum_mar,Osmia_aur,Podonta__mil,Eristalis_tenax,Scaeva_pyr,Meliscaeva_aur,Eucera_sem,Epicometis_hir,Oxythyrea_fun,Andrena_hum,Pontia_dap,Merodon_lon,Halictus_sma,Anthidiellum_str,Psallus_anc,Usia_for,Andrena_rug,Lasioglossum_ane,Megachile_cg,Andrena__fla,Anthophora_rub,Halictus_tet,Lasioglossum_lin,Bombylius_und,Halictus_sca,Megachile_pil,Spermophagus__ser,Amphicoma_dis,Paregle_aud,Bombylius_fuli,Ocinimorpha_nov,Amegilla_alb,Thymelicus_act,Euchloe_aus,gen_g_u,Andrena_schu,Ceratina_loe,Eucera_fur,Bombus__ter,Trichodes__fav,Delia_pla,Andrena_moc,Ceratina_acu,Gen_a_a,Dasytes__tri,Bombylius_med,Lucilia_ser,Merodon_avi,Eucera_par,Tetralonia_alt,Bombus__arg,Halictus_res,Chalicodoma_par,Icteranthidium_gro,Metallinella_bre,Polyommatus_ica,Pseudophilotes_vic,Papilio_mac,Conophorus_gla,Neomyia_cor,Eumerus_bas,Sphaerophoria_scr,Eucera_alb,Eumenes_dub,Halictus_bru,Halictus_gem,Lasioglossum_limbelloides,Aricia_age,Gonepteryx_rha,Psilothrix__cya,Malachius_bip,Malachius_t,Geron_gib,Ceratina_nigrol,Nomada_fem,Lasioglossum_pau,Lasioglossum_cri,Artogeia_rap,Orphilus_nig,Amphicoma_las,Leucophora_dis,Lomatia_gra,Calliphora_vom,Eristalis_pra,Eristalinus_aen,Andrena_car,Andrena_wes,Anthophora_atr,Habropoda_tar,Ceratina_bis,Ceratina_den,Nomada_bas,Nomada_pro,Xylocopa_iri,Hylaeus_lin,Hylaeus_pun,Hylaeus_mer,Chalicodoma_eri,Hoplitis_cre,Heriades_dal,Osmia_ful,Bruchus__hol,Coccinella__sep,Danacaea__nig,Oedemera_fla,Bibio_leu,Paragus_tib,Andrena_hes,Amegilla_qua,Nomada_luc,Anthidium_flo,Tiphia_cau,Malachius_gen,gen_h_v,_Delia_hir,Amictus_val,Pollenia_lon,Eumerus_pul,Paragus_qua,Siphona__con,Tachina__fer,Andrena__can,Andrena_lam,Andrena_muc,Andrena_nig,Andrena_schm,Andrena_cly,Thyreus_ram,Odynerus_mel,Halictus_cep,Lasioglossum_obs,Lasioglossum_vil,Lasioglossum_pol,Lasioglossum_med,Chelostoma_tra,Creightonella_alb,Hoplitis_syb,Osmia_ver,Osmia_mel,Scolia_gal,Trielis_qui,Ammophila_hey,Polistes_dom,Cuneala_dah,Carcharodus_alc,Lycaena_phl,Iphiclides_pod,Attagenus_bif,Aplocnemus_p,Amphicoma_api,Heterocnemis_gra,Bombylius_vul,Exoprosopa_jac,Hemipenthes_vel,Petrorossia_hes,Villa_hot,Helina_rev,Chrysotoxum_int,Syrphus_vit,Andrena_osy,Anthophora_aga,Anthophora_pil,Nomada_nob,Xylocopa_vio,gen_q_br,Chrysis_ana,Eumenes_lun,Halictus_pol,Eoanthidium_elo,Chelostoma_emar,Anthocopa_and,Hoplitis_man,Scolia_hir,Gen_b_b,Acmaeodera__bip,Acmaeodera__bre,Oedemera_y,gen_j_z,Anthomyia_plu,Bibio_hor,Bombylius_can,Conops_fla,Myopa_an,Dorycera_hyb,Eumerus_amo,Eumerus_bc,Eristalis_arb,Melanostoma_mel,Merodon_cla,Paragus_bic,Spallanzania_heb,Orellia_fal,Andrena_bal,Andrena_dis,"Andrena_""min""",Andrena_tru,Andrena_ven,Andrena_cra,Anthophora_duf,Anthophora_nig,Melecta_tub,Nomada_fuc,Parontodynerus_eph,Chalicodoma_alb,Chalicodoma_man,Anthocopa_obt,Hoplitis_fab,Pseudoheriades_asi,Ectemnius_cra,Adela_aus,Freyeria_tro,Zygaena_car,Calocoris_his,Spermatophagus__kue,Anthaxia_f,Anthaxia__umb,Trichodes__gra,Anthrenus_pim,Anthrenus_k,Mylabris_qua,Meligethes_w,Leucophora_ac,Adia_cin,gen_k_ad,Bombylius_ae,"Geron_a_""gib""","Geron_b_""gib""","Geron_c_""gib""",Lomatia_sab,Lomatia_atr,Phthiria_vag,Thyridanthrax_ah,Thyridanthrax_obl,Calliphora_vic,Physocephala_ao,Empis_at,Sarcophaga_hae,Eumerus_pus,Myathropa_flo,Merodon_ann,Merodon_min,Merodon_bf,"Merodon_""avi""",Scaeva_sel,Hypovoria_hil,Andrena_con,Andrena_gro,Andrena_kri,Andrena_bicolor,Nomada_sos,Nomada_rub,proxylocopa_oli,gen_s_bt,Hylaeus_imp,Hylaeus_var,Leptochilus_reg,Leptochilus_alp,Gasteruption_rub,Halictus_tec,Halictus_gra,Halictus_sub,Halictus_asp,Lasioglossum_qua,Lasioglossum_lat,Lasioglossum_pyg,Nomioides_fac,Rophites_alg,Sphecodes_eph,Pseudapis_div,Odinophora_occ,Celonites_cyp,Chalicodoma_lef,Anthocopa_bis,Hoplitis_pic,Heriades_tru,Heriades_coe,Osmia_sig,Coelioxys_ruf,Coelioxys_aur,Bembix_ocu,Cerceris_sab,Lestica_cly,Polistes_gal,Paravespula_ger,Gen_x_ck,Tehthredo_zona,Pyrgus_cen,Zerynthia_pol,Coriomeris_hir,Bruchus__d,Bruchus__e,Bruchus__big,Anthaxia__qua,Rhagonycha_g,Coptocephala__uni,Trichodes__pun,"Napomyza_""alb""",Anthomyia_con,Enneastigma_tri,Amictus_pic,Bombylius_cin,Bombylius_fulv,Bombylius_dis,Bombylius_af,Bombylius_bre,Conophorus_pus,Geron_ag,Lomatia_eri,"Oligodranes_""sup""",Toxophora_mac,Pollenia_rud,Zodion_ar,Empis_au,Rhamphomyia_av,Hebecnema_fum,Helina_eve,Stevenia_sig,Sarcophaga_por,Sarcophaga_con,Sarcophaga_ba,"Sepsis_""pun""","Chamaesyrphus_""lus""",Eumerus_tri,Eristalis_tae,Merodon_alb,Merodon_bh,Neocnemodon_lat,Paragus_hae,Xanthandrus_com,Athrycia_tre,"Bithia__""mod""",Bithia__aca,Cylindromyia_ruf,Linnaemyia_sor,Siphona_bj,Dionaea_dia,Dionaea_aur,Actinoptera_man,Andrena_nob,Andrena_opt,Andrena_ora,Andrena_sim,Andrena_tom,Andrena_alf,Ammobates_ora,Anthophora_can,Anthophora_och,Ceratina_dal,Ceratina_nigra,Eupavlovskia_fun,Melecta_alb,Nomada_tri,Nomada_imp,gen_r_bs,gen_te_bu,gen_uf_bv,gen_v_bw,Chrysis_inc,Colletes_spe,Hylaeus_bif,Chlorodynerus_yps,Odynerus_fem,Gasteruption_gra,"Halictus_""nigrip""",Lasioglossum_aer,Lasioglossum_luc,Lasioglossum_zon,Lasioglossum_nit,Rophites_qui,Pseudapis_mon,Clypeocampulum_lub,Celonites_abb,Rhodanthidium_cat,Anthidium_tae,Chalicodoma_pyr,Chelostoma_cam,Anthocopa_yer,Anthocopa_spi,Hoplitis_cur,Megachile_cf,Megachile_ch,Megachile_gir,Osmia_lat,Osmia_ci,Bembix_pal,Bembicinus_per,Cerceris_ery,Prionyx_kir,Stizus_ruf,Sphex_ruf,Sphex_pru,Amasis_lat,Amasis_sim,Athalia_gla,Glaucopsyche_ale,Nordmannia_ili,Vanessa_ata,Colias__cro,Macroglossum_ste,Calocoris_cin,Calocoris_nem,Calocoris_ang,gen_y_cq,Carpocoris_med,Carpocoris_pud,Eurydema_orn,Graphosoma_lin,Nemoptera_cu,Bruchus__c,Bruchus__tib,Acmaeodera__bor,Anthaxia__pra,Agrilus__vir,Strangalia__bif,Exochomus__nig,gen_c_h,gen_d_i,gen_e_j,Anthrenus_ver,Anthrenus_l,Anthrenus_m,Anthrenus_mus,Attagenus_n,Attagenus_o,gen_f_q,Globicornis_nig,Globicornis_r,Trogoderma_s,Malachius_mar,Nemognatha_chr,Zonitis_imm,gen_i_x,Mycterus_cur,Melanagromyza_aa,Phytomyza_ab,Liriomyza_cic,Liriomyza_orb,Lasiomma_sem,Bibio_mar,Anthrax_can,Anthrax_dis,"Anthrax_""virgo""","Anthrax_""leu""",Cytherea_pal,"Exhyalanthrax_""vag""",Exoprosopa_meg,Exoprosopa_onu,Phthiria_umb,Phthiria_can,"Petrorossia_""hes""",Thyridanthrax_ai,Thyridanthrax_pol,gen_l_aj,Orthocladius_ak,Smittia_al,gen_m_am,Oscinella_fri,Sicus_ap,Zodion_aq,Medetera_as,Scaptomyza_pal,gen_na_aw,Graphomyia_mac,Hydrotaea_cin,Muscina_sta,gen_o_ax,Phyto_ado,"Sarcophaga_""vio""",Sarcophaga_nov,Sarcophaga_tau,Sarcophaga_gra,Sarcophaga_ay,Sarcophaga_az,Miltogramma_mur,Miltogramma_bb,Scatophaga_ste,Lasiopa_bal,Cerioides_con,"Eumerus_""sab""",Eristalis_bd,Eristalis_ven,Heringia_her,Heringia_be,Helophilus_tri,Metasyrphus_lap,Merodon_fem,Merodon_nig,Merodon_bg,Scaeva_alb,Alophora__pus,"Clytiomyia_""dup""",Cuphocera_ruf,Cylindromyia_aur,Clairvillia_pni,Gymnosoma_bi,"Phaniosoma_""lat""",Spallanzania_rec,Tachina__ver,gen_p_bk,Cylindromyia__bra,"Tephritis_""sep""",Andrena_ath,Andrena_bicolorat,Andrena__com,Andrena__cin,Andrena__ful,Andrena_gal,Andrena_hat,Andrena_hye,Andrena_imp,Andrena_nan,Andrena_ori,Andrena_panurgin,Andrena_panurgim,Andrena_bl,Andrena_sci,Andrena_tho,Andrena_tar,Andrena_bm,Anthophora_gar,Anthophora_mag,Anthophora_ret,Ceratina_cya,Ceratina_par,Ceratina_cuc,Eucera_nigril,Eucera_nigres,Eucera_bn,Eucera_bo,Eucera_pun,Nomada_dis,Nomada_cor,Nomada_ery,Nomada_babi,Nomada_suc,Nomada_mav,Nomada_cal,Nomada_bp,Thyreus_tru,gen_p_bq,Chrysis_ver,Chrysis_bx,Elampus__spi,Pseudospinolia_uni,Colletes_eou,Colletes_fov,Hylaeus_pic,Hylaeus_sig,Ancistrocerus_lon,Brachyodynerus_qua,Eudynerus_vel,Leptochilus_lim,Symmorphus_gra,Odynerus_alb,Odynerus_poe,Gasteruption_ter,Halictus_by,Lasioglossum_cra,Lasioglossum_con,Lasioglossum_tra,Lasioglossum_leu,Lasioglossum_nigri,Lasioglossum_limbellum,Lasioglossum_bre,Lasioglossum_mes,Lasioglossum_sub,Lasioglossum_bz,Nomia_ca,Systropha_pla,Pseudapis_uni,gen_w_cb,Oxytorus__arm,Mesochorus_cc,Diphyrus_qua,Amblyteles_arm,Anthidium_man,Anthidium_dal,Anthidium_und,Eoanthidium_ins,Pseudoanthidium_alp,Pseudoanthidium_lit,Pseudoanthidium_cri,Chalicodoma_mon,Chalicodoma_hun,Chelostoma_hel,Chelostoma_app,Anthocopa_pap,Anthocopa_per,Anthocopa_bid,Anthocopa_scu,Hoplitis_cd,Hoplitis_pal,Hoplitis_ce,Hoplitis_ruf,Heriades_cre,Megachile_vil,Megachile_pac,Megachile_cir,Mesanthidium_car,Osmia_lon,Osmia_cae,Osmia_nan,Osmia_nic,Osmia_mor,Osmia_sub,Osmia_api,Osmia_mus,Pseudoheriades_hof,Stelis_pun,Trianthidium_cat,Protosmia_tau,Coelioxys_afr,Dasypoda_cj,Sapyga_qui,Ammatomus_rog,Cerceris_fla,Cerceris_are,Chalybion_omi,Pemphredon_let,Stizoides_tri,Sceliphron_des,Tachysphex_pepa,Tachysphex_inc,Polistes_ass,Arge_sci,Cephidae_cl,Macrophya_teu,Tehthredo_zonula,Callophrys_rub,Strymonidia_spi,Papilio_ale,Maniola__jur,Melanargia_lar,Neohipparchia_fat,Satyrus_fer,Zygaena_pun,Coriomeris_spi,Coreidae_cn,Loxocnemis_den,Corizus_hyo,Liorhyssus_hya,Lygaeus_equ,Oxycarenus_hya,Metopoplax_ori,Nysius_cym,Nysius_gra,Loricula_co,Calocoris_cp,Deraeocoris_sch,Macrotylus_nig,Psallus_cr,Plagiognathus_bip,Dolycoris_bac,Odontotarsus_cs,Sciocoris_ct,Selenocephalus__pal
Thymus_capitatus,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chrysanthemum_coronarium,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chamomilla_recutita,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypochoeris_achyrophorus,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thapsia_garganica,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
