,study,group,n_hosts,n_guests,n_links,additions,deletions,swaps,skew,kurtosis,eigengap,treedist
60,null0,null,109,128,211,31,0,31,0.846759991813,-0.553200780934,0.153236778152,0.0199247884946
61,null0,null,109,128,211,31,0,37,0.835036599686,-0.583562220418,0.313701580883,0.0199247884946
62,null0,null,109,128,211,31,0,44,0.830841194291,-0.570163528931,0.314399205114,0.0199247884946
63,null0,null,109,128,211,31,0,50,0.823886696966,-0.630428140737,0.150924918756,0.0199247884946
64,null0,null,109,128,211,31,0,56,0.84528924123,-0.57763273615,0.154431801057,0.0199247884946
65,null0,null,109,128,211,31,0,63,0.825289314988,-0.618845162247,0.147813769487,0.0199247884946
66,null0,null,109,128,211,37,0,0,0.862633174288,-0.530699855951,0.25411132128,0.0199247884946
67,null0,null,109,128,211,37,0,6,0.847924591519,-0.556675887187,0.314050959139,0.0199247884946
68,null0,null,109,128,211,37,0,12,0.836918879709,-0.575530630871,0.150946189799,0.0199247884946
69,null0,null,109,128,211,37,0,18,0.834692237817,-0.593251261841,0.25744520154,0.0199247884946
70,null0,null,109,128,211,37,0,25,0.853953740569,-0.567521117212,0.315455271204,0.0199247884946
71,null0,null,109,128,211,37,0,31,0.823728027646,-0.610253793306,0.151689885817,0.0199247884946
72,null0,null,109,128,211,37,0,37,0.857382269025,-0.543462457983,0.153919301538,0.0199247884946
73,null0,null,109,128,211,37,0,44,0.84837316374,-0.563181798758,0.314090513383,0.0199247884946
74,null0,null,109,128,211,37,0,50,0.846839150867,-0.55092790702,0.155520638317,0.0199247884946
75,null0,null,109,128,211,37,0,56,0.837825823665,-0.615348486671,0.158650277459,0.0199247884946
76,null0,null,109,128,211,37,0,63,0.861125755886,-0.533408340924,0.256418753166,0.0199247884946
77,null0,null,109,128,211,44,0,0,0.871547079422,-0.521415244838,0.314265953029,0.0199247884946
78,null0,null,109,128,211,44,0,6,0.838162723084,-0.59432936733,0.154093798958,0.0199247884946
79,null0,null,109,128,211,44,0,12,0.848250584576,-0.586598428648,0.314262068756,0.0199247884946
80,null0,null,109,128,211,44,0,18,0.835892630907,-0.588383965918,0.313961828509,0.0199247884946
81,null0,null,109,128,211,44,0,25,0.862844322891,-0.526969767071,0.315824022257,0.0199247884946
82,null0,null,109,128,211,44,0,31,0.867839471076,-0.53088056338,0.314298851022,0.0199247884946
83,null0,null,109,128,211,44,0,37,0.852754917277,-0.548654638835,0.2582981912,0.0199247884946
84,null0,null,109,128,211,44,0,44,0.844201679661,-0.570209305001,0.157186509646,0.0199247884946
85,null0,null,109,128,211,44,0,50,0.849196759136,-0.580239995176,0.314599410319,0.0199247884946
86,null0,null,109,128,211,44,0,56,0.856488526467,-0.550394043541,0.257217257368,0.0199247884946
87,null0,null,109,128,211,44,0,63,0.874246981561,-0.505790582402,0.15547297929,0.0199247884946
88,null0,null,109,128,211,50,0,0,0.873753960557,-0.533179722695,0.257559381301,0.0199247884946
89,null0,null,109,128,211,50,0,6,0.872138250061,-0.539005508022,0.314488946645,0.0199247884946
90,null0,null,109,128,211,50,0,12,0.866921904517,-0.541587022157,0.153478371757,0.0199247884946
91,null0,null,109,128,211,50,0,18,0.855217869692,-0.566733240876,0.313676024546,0.0199247884946
92,null0,null,109,128,211,50,0,25,0.865770367693,-0.560145463202,0.314278743463,0.0199247884946
93,null0,null,109,128,211,50,0,31,0.880744159853,-0.502056997522,0.314371193781,0.0199247884946
94,null0,null,109,128,211,50,0,37,0.87373183685,-0.491440462839,0.155481107102,0.0199247884946
95,null0,null,109,128,211,50,0,44,0.856330175628,-0.5537930536,0.259205139895,0.0199247884946
96,null0,null,109,128,211,50,0,50,0.888338547299,-0.488802848965,0.25953786895,0.0199247884946
97,null0,null,109,128,211,50,0,56,0.874859013064,-0.523166500675,0.153519952599,0.0199247884946
98,null0,null,109,128,211,50,0,63,0.864335094779,-0.548153898081,0.314299278442,0.0199247884946
99,null0,null,109,128,211,56,0,0,0.892154030156,-0.481513032951,0.255992350579,0.0199247884946
100,null0,null,109,128,211,56,0,6,0.876342580691,-0.515444538224,0.315452851437,0.0199247884946
101,null0,null,109,128,211,56,0,12,0.876976339646,-0.532370453075,0.155288916419,0.0199247884946
102,null0,null,109,128,211,56,0,18,0.883060251519,-0.491346197342,0.314492657377,0.0199247884946
103,null0,null,109,128,211,56,0,25,0.862789148755,-0.542663297847,0.314376556761,0.0199247884946
104,null0,null,109,128,211,56,0,31,0.866621395726,-0.543428213644,0.263336907593,0.0199247884946
105,null0,null,109,128,211,56,0,37,0.882203938482,-0.509142104642,0.315536884978,0.0199247884946
106,null0,null,109,128,211,56,0,44,0.886525184372,-0.508664919732,0.253132824853,0.0199247884946
107,null0,null,109,128,211,56,0,50,0.858008582738,-0.58546311217,0.157167830062,0.0199247884946
108,null0,null,109,128,211,56,0,56,0.886003508717,-0.509661380935,0.154882008152,0.0199247884946
109,null0,null,109,128,211,56,0,63,0.898347249768,-0.456999680397,0.252412333928,0.0199247884946
110,null0,null,109,128,211,63,0,0,0.881139859688,-0.514592379329,0.314564687064,0.0199247884946
111,null0,null,109,128,211,63,0,6,0.888196425507,-0.487345716191,0.256131296803,0.0199247884946
112,null0,null,109,128,211,63,0,12,0.891654531388,-0.490088708998,0.258696714228,0.0199247884946
113,null0,null,109,128,211,63,0,18,0.898703706115,-0.476700737147,0.314146766595,0.0199247884946
114,null0,null,109,128,211,63,0,25,0.893072045099,-0.506745521553,0.316024044877,0.0199247884946
115,null0,null,109,128,211,63,0,31,0.87072210865,-0.552145469821,0.156251827739,0.0199247884946
116,null0,null,109,128,211,63,0,37,0.889014261135,-0.495688232978,0.315246150376,0.0199247884946
117,null0,null,109,128,211,63,0,44,0.895343222364,-0.499952678575,0.152026473915,0.0199247884946
118,null0,null,109,128,211,63,0,50,0.888853108507,-0.480072445569,0.2505421919,0.0199247884946
119,null0,null,109,128,211,63,0,56,0.899305082255,-0.483171720354,0.314041404937,0.0199247884946
120,null0,null,109,128,211,63,0,63,0.897468712464,-0.477468420822,0.258888338669,0.0199247884946
121,null1,null,141,145,418,0,0,0,0.76282938434,-0.652645635182,0.172476803665,0.0420051228291
122,null1,null,141,145,418,0,0,12,0.761782898943,-0.655600261373,0.164565391337,0.0420051228291
123,null1,null,141,145,418,0,0,25,0.768055448267,-0.639848551623,0.172463765511,0.0420051228291
124,null1,null,141,145,418,0,0,37,0.764251657957,-0.654193294204,0.172391927074,0.0420051228291
125,null1,null,141,145,418,0,0,50,0.757486570009,-0.665191578707,0.171909039802,0.0420051228291
126,null1,null,141,145,418,0,0,62,0.756004964671,-0.680481505327,0.166802426481,0.0420051228291
127,null1,null,141,145,418,0,0,75,0.765833866919,-0.649117445685,0.171789038346,0.0420051228291
128,null1,null,141,145,418,0,0,87,0.766815592134,-0.637567785435,0.170711408483,0.0420051228291
129,null1,null,141,145,418,0,0,100,0.761950271695,-0.647970795317,0.164628410261,0.0420051228291
130,null1,null,141,145,418,0,0,112,0.764537113073,-0.651878704179,0.171080393969,0.0420051228291
131,null1,null,141,145,418,0,0,125,0.765032166816,-0.6629606239,0.170387644394,0.0420051228291
132,null1,null,141,145,418,12,0,0,0.782330401838,-0.627762868557,0.172555239151,0.0420051228291
133,null1,null,141,145,418,12,0,12,0.776736362698,-0.64111214431,0.17048272949,0.0420051228291
134,null1,null,141,145,418,12,0,25,0.787725975738,-0.611354493264,0.198424208685,0.0420051228291
135,null1,null,141,145,418,12,0,37,0.780813664244,-0.634814040347,0.171448810983,0.0420051228291
136,null1,null,141,145,418,12,0,50,0.766430341924,-0.65366137808,0.171279565973,0.0420051228291
137,null1,null,141,145,418,12,0,62,0.767541776703,-0.660631686743,0.165903990981,0.0420051228291
138,null1,null,141,145,418,12,0,75,0.78004682246,-0.631939189043,0.172655542117,0.0420051228291
139,null1,null,141,145,418,12,0,87,0.782207923078,-0.634923702459,0.170184259915,0.0420051228291
140,null1,null,141,145,418,12,0,100,0.765591577407,-0.662996282732,0.172786584936,0.0420051228291
141,null1,null,141,145,418,12,0,112,0.78266319671,-0.639423368939,0.13956123488,0.0420051228291
142,null1,null,141,145,418,12,0,125,0.764877640858,-0.670020990081,0.125419228157,0.0420051228291
143,null1,null,141,145,418,25,0,0,0.789611060427,-0.614784634252,0.201500728313,0.0420051228291
144,null1,null,141,145,418,25,0,12,0.788962858067,-0.633400390402,0.126302383868,0.0420051228291
145,null1,null,141,145,418,25,0,25,0.805013114742,-0.597903327064,0.172520354318,0.0420051228291
146,null1,null,141,145,418,25,0,37,0.800401534771,-0.60659028001,0.172890982309,0.0420051228291
147,null1,null,141,145,418,25,0,50,0.797009184799,-0.605561666908,0.201376549981,0.0420051228291
148,null1,null,141,145,418,25,0,62,0.793210998321,-0.628262961575,0.164486280989,0.0420051228291
149,null1,null,141,145,418,25,0,75,0.787982921188,-0.641288833165,0.19316212366,0.0420051228291
150,null1,null,141,145,418,25,0,87,0.791774352168,-0.61127930178,0.198324170887,0.0420051228291
151,null1,null,141,145,418,25,0,100,0.800198697153,-0.596746696387,0.119855326309,0.0420051228291
152,null1,null,141,145,418,25,0,112,0.795598409866,-0.606259581373,0.164366190208,0.0420051228291
153,null1,null,141,145,418,25,0,125,0.790563734384,-0.615059747736,0.120368558323,0.0420051228291
154,null1,null,141,145,418,37,0,0,0.81128117737,-0.573331334431,0.152784579926,0.0420051228291
155,null1,null,141,145,418,37,0,12,0.792402097841,-0.640298368916,0.172725650306,0.0420051228291
156,null1,null,141,145,418,37,0,25,0.801396190624,-0.593669372325,0.152135213,0.0420051228291
157,null1,null,141,145,418,37,0,37,0.811520566267,-0.604386516838,0.186677914234,0.0420051228291
158,null1,null,141,145,418,37,0,50,0.805979917557,-0.624872191075,0.172309765843,0.0420051228291
159,null1,null,141,145,418,37,0,62,0.806521697073,-0.598005295437,0.169939537772,0.0420051228291
160,null1,null,141,145,418,37,0,75,0.805114501657,-0.606693488115,0.262117783407,0.0420051228291
161,null1,null,141,145,418,37,0,87,0.800676798258,-0.619393711242,0.125334276443,0.0420051228291
162,null1,null,141,145,418,37,0,100,0.805956276699,-0.591050417886,0.172091483864,0.0420051228291
163,null1,null,141,145,418,37,0,112,0.807452727016,-0.602086627393,0.174663507388,0.0420051228291
164,null1,null,141,145,418,37,0,125,0.810969963412,-0.591962104286,0.116070726669,0.0420051228291
165,null1,null,141,145,418,50,0,0,0.837900919307,-0.555008702101,0.123186642484,0.0420051228291
166,null1,null,141,145,418,50,0,12,0.825453885304,-0.580737212604,0.201350676621,0.0420051228291
167,null1,null,141,145,418,50,0,25,0.811897037857,-0.616864040307,0.112682695289,0.0420051228291
168,null1,null,141,145,418,50,0,37,0.830844447715,-0.55187294825,0.200051042231,0.0420051228291
169,null1,null,141,145,418,50,0,50,0.843830075253,-0.540415144311,0.200537081504,0.0420051228291
170,null1,null,141,145,418,50,0,62,0.812761229387,-0.596429933142,0.170715689601,0.0420051228291
171,null1,null,141,145,418,50,0,75,0.827823666625,-0.572244853785,0.199240854652,0.0420051228291
172,null1,null,141,145,418,50,0,87,0.844420624207,-0.551375865702,0.164567603236,0.0420051228291
173,null1,null,141,145,418,50,0,100,0.834502082266,-0.568183877965,0.164423626771,0.0420051228291
174,null1,null,141,145,418,50,0,112,0.821105565346,-0.577821775604,0.170910136554,0.0420051228291
175,null1,null,141,145,418,50,0,125,0.81344654865,-0.609461196718,0.186003995673,0.0420051228291
176,null1,null,141,145,418,62,0,0,0.833502522087,-0.567853526437,0.14650998426,0.0420051228291
177,null1,null,141,145,418,62,0,12,0.842803423725,-0.558367362957,0.197973676304,0.0420051228291
178,null1,null,141,145,418,62,0,25,0.851659767962,-0.527434769785,0.200446334121,0.0420051228291
179,null1,null,141,145,418,62,0,37,0.8549156474,-0.510409806209,0.198812042636,0.0420051228291
180,null1,null,141,145,418,62,0,50,0.851293748615,-0.519612389772,0.152611919122,0.0420051228291
181,null1,null,141,145,418,62,0,62,0.847927243483,-0.541290971073,0.146303139478,0.0420051228291
182,null1,null,141,145,418,62,0,75,0.842417317468,-0.552333099069,0.103983902878,0.0420051228291
183,null1,null,141,145,418,62,0,87,0.828444305064,-0.599619201388,0.211320409057,0.0420051228291
184,null1,null,141,145,418,62,0,100,0.861750990412,-0.518031893567,0.199811529327,0.0420051228291
185,null1,null,141,145,418,62,0,112,0.853823327225,-0.536363818057,0.129051439285,0.0420051228291
186,null1,null,141,145,418,62,0,125,0.841069025706,-0.569520905448,0.117551154314,0.0420051228291
187,null1,null,141,145,418,75,0,0,0.863648600278,-0.506876501646,0.226493737196,0.0420051228291
188,null1,null,141,145,418,75,0,12,0.853831698287,-0.53868788009,0.172721581264,0.0420051228291
189,null1,null,141,145,418,75,0,25,0.878688806184,-0.504322320564,0.218474265012,0.0420051228291
190,null1,null,141,145,418,75,0,37,0.872878288333,-0.497240602959,0.198453781888,0.0420051228291
191,null1,null,141,145,418,75,0,50,0.858416772594,-0.516077958445,0.0348488607693,0.0420051228291
192,null1,null,141,145,418,75,0,62,0.86902735221,-0.527622962301,0.201482845347,0.0420051228291
193,null1,null,141,145,418,75,0,75,0.876433966128,-0.491439672477,0.125817775965,0.0420051228291
194,null1,null,141,145,418,75,0,87,0.870618172708,-0.505895230336,0.196833112202,0.0420051228291
195,null1,null,141,145,418,75,0,100,0.879395450125,-0.494109858194,0.144795116707,0.0420051228291
196,null1,null,141,145,418,75,0,112,0.8387033972,-0.585245899762,0.145753345898,0.0420051228291
197,null1,null,141,145,418,75,0,125,0.850673773092,-0.548626205293,0.151966115298,0.0420051228291
198,null1,null,141,145,418,87,0,0,0.868483315501,-0.492926718855,0.103723475937,0.0420051228291
199,null1,null,141,145,418,87,0,12,0.882608867414,-0.471313208453,0.171857161737,0.0420051228291
200,null1,null,141,145,418,87,0,25,0.879159745864,-0.487747103675,0.169193340886,0.0420051228291
201,null1,null,141,145,418,87,0,37,0.894104542777,-0.460925598542,0.200167475971,0.0420051228291
202,null1,null,141,145,418,87,0,50,0.872767982449,-0.513536685214,0.120073006857,0.0420051228291
203,null1,null,141,145,418,87,0,62,0.898869640616,-0.482158395818,0.171624410834,0.0420051228291
204,null1,null,141,145,418,87,0,75,0.86481160275,-0.539849881911,0.140023487786,0.0420051228291
205,null1,null,141,145,418,87,0,87,0.876496870919,-0.523661670704,0.0577858949388,0.0420051228291
206,null1,null,141,145,418,87,0,100,0.878882243796,-0.46967289385,0.218855081713,0.0420051228291
207,null1,null,141,145,418,87,0,112,0.869409530826,-0.527422307937,0.13793603331,0.0420051228291
208,null1,null,141,145,418,87,0,125,0.882947487495,-0.50393711966,0.110100728882,0.0420051228291
209,null1,null,141,145,418,100,0,0,0.888024641729,-0.484122997008,0.178327785516,0.0420051228291
210,null1,null,141,145,418,100,0,12,0.905319983434,-0.441952753349,0.174312703755,0.0420051228291
211,null1,null,141,145,418,100,0,25,0.894590979988,-0.46288126709,0.176210017055,0.0420051228291
212,null1,null,141,145,418,100,0,37,0.900632073249,-0.472100677466,0.222733076803,0.0420051228291
213,null1,null,141,145,418,100,0,50,0.905312727004,-0.431743260771,0.224531786605,0.0420051228291
214,null1,null,141,145,418,100,0,62,0.920016698849,-0.396267488944,0.21750450428,0.0420051228291
215,null1,null,141,145,418,100,0,75,0.89173826377,-0.498318860314,0.167965254695,0.0420051228291
216,null1,null,141,145,418,100,0,87,0.89640014601,-0.474084632988,0.195908945936,0.0420051228291
217,null1,null,141,145,418,100,0,100,0.910396073346,-0.438311804416,0.156768315953,0.0420051228291
218,null1,null,141,145,418,100,0,112,0.889791243491,-0.490166686509,0.0645603898221,0.0420051228291
219,null1,null,141,145,418,100,0,125,0.922107439394,-0.408565811818,0.226368378239,0.0420051228291
220,null1,null,141,145,418,112,0,0,0.910140484159,-0.463803895907,0.24335322998,0.0420051228291
221,null1,null,141,145,418,112,0,12,0.886667564688,-0.500919873298,0.169696038101,0.0420051228291
222,null1,null,141,145,418,112,0,25,0.922856110071,-0.401937124575,0.245263903699,0.0420051228291
223,null1,null,141,145,418,112,0,37,0.882633183225,-0.508126733507,0.153169468163,0.0420051228291
224,null1,null,141,145,418,112,0,50,0.904511647972,-0.448950409867,0.170002470558,0.0420051228291
225,null1,null,141,145,418,112,0,62,0.914757586053,-0.460514860451,0.10310414984,0.0420051228291
226,null1,null,141,145,418,112,0,75,0.909926784124,-0.467857500331,0.165018060175,0.0420051228291
227,null1,null,141,145,418,112,0,87,0.928068918748,-0.414373768279,0.237902378151,0.0420051228291
228,null1,null,141,145,418,112,0,100,0.903025166435,-0.468464845498,0.180899886685,0.0420051228291
229,null1,null,141,145,418,112,0,112,0.911699471922,-0.451288558295,0.298347545151,0.0420051228291
230,null1,null,141,145,418,112,0,125,0.916518144885,-0.468294736777,0.164293500346,0.0420051228291
231,null1,null,141,145,418,125,0,0,0.945625406433,-0.377433788849,0.20165808191,0.0420051228291
232,null1,null,141,145,418,125,0,12,0.925828551477,-0.436066321647,0.244092237727,0.0420051228291
233,null1,null,141,145,418,125,0,25,0.93676337238,-0.396158708888,0.219667645438,0.0420051228291
234,null1,null,141,145,418,125,0,37,0.933127178018,-0.395097144358,0.171574508214,0.0420051228291
235,null1,null,141,145,418,125,0,50,0.921310889738,-0.434952196005,0.193548398905,0.0420051228291
236,null1,null,141,145,418,125,0,62,0.932838295467,-0.413382004364,0.167702099787,0.0420051228291
237,null1,null,141,145,418,125,0,75,0.905398514664,-0.491681563806,0.165065860721,0.0420051228291
238,null1,null,141,145,418,125,0,87,0.935439407643,-0.410742159339,0.220960708627,0.0420051228291
239,null1,null,141,145,418,125,0,100,0.935223362128,-0.398015421509,0.146863654868,0.0420051228291
240,null1,null,141,145,418,125,0,112,0.919533810947,-0.443753414544,0.150567064245,0.0420051228291
241,null1,null,141,145,418,125,0,125,0.926514985547,-0.430364642323,0.120277838361,0.0420051228291
242,null2,null,139,33,547,0,0,0,-0.134245740037,-1.35333414988,0.92578412488,0.109566549645
243,null2,null,139,33,547,0,0,16,-0.134028269528,-1.35353944016,0.921713308013,0.109566549645
244,null2,null,139,33,547,0,0,32,-0.135419444367,-1.35339142926,0.925461116562,0.109566549645
245,null2,null,139,33,547,0,0,49,-0.112950622846,-1.37068293692,0.745525118396,0.109566549645
246,null2,null,139,33,547,0,0,65,-0.122232592764,-1.35693810281,1.06411901068,0.109566549645
247,null2,null,139,33,547,0,0,82,-0.123606918258,-1.35927437963,0.745537432413,0.109566549645
248,null2,null,139,33,547,0,0,98,-0.114976314808,-1.40035466204,0.765827051138,0.109566549645
249,null2,null,139,33,547,0,0,114,-0.108193112613,-1.37806445269,0.864536600404,0.109566549645
250,null2,null,139,33,547,0,0,131,-0.117797621077,-1.38763380315,1.15481687462,0.109566549645
251,null2,null,139,33,547,0,0,147,-0.105095759833,-1.38684058772,1.02452871512,0.109566549645
252,null2,null,139,33,547,0,0,164,-0.0866631264353,-1.38783815818,0.934162605146,0.109566549645
253,null2,null,139,33,547,16,0,0,-0.13023132184,-1.37047117733,1.04253159817,0.109566549645
254,null2,null,139,33,547,16,0,16,-0.119641860776,-1.37752968673,1.03245831912,0.109566549645
255,null2,null,139,33,547,16,0,32,-0.0868671754442,-1.37790893132,0.701838651768,0.109566549645
256,null2,null,139,33,547,16,0,49,-0.093620908838,-1.37673956443,0.869116130878,0.109566549645
257,null2,null,139,33,547,16,0,65,-0.100188122378,-1.40341114775,1.10047136577,0.109566549645
258,null2,null,139,33,547,16,0,82,-0.0890721694293,-1.40374504152,0.848584626022,0.109566549645
259,null2,null,139,33,547,16,0,98,-0.0851488198482,-1.39664732923,0.850663754562,0.109566549645
260,null2,null,139,33,547,16,0,114,-0.106897615135,-1.38852897168,0.753603121573,0.109566549645
261,null2,null,139,33,547,16,0,131,-0.072735598195,-1.41145587037,0.914342404845,0.109566549645
262,null2,null,139,33,547,16,0,147,-0.0780948024996,-1.38993339467,0.940332463757,0.109566549645
263,null2,null,139,33,547,16,0,164,-0.0410461078106,-1.4003662365,0.743365932103,0.109566549645
264,null2,null,139,33,547,32,0,0,-0.0610676352868,-1.38230112339,1.23777099039,0.109566549645
265,null2,null,139,33,547,32,0,16,-0.0787524940999,-1.39391158284,0.784989749668,0.109566549645
266,null2,null,139,33,547,32,0,32,-0.0560758698619,-1.4058753405,0.851225098699,0.109566549645
267,null2,null,139,33,547,32,0,49,-0.0758681737767,-1.41306962094,0.870163668289,0.109566549645
268,null2,null,139,33,547,32,0,65,-0.060585323802,-1.4084969443,1.09469980632,0.109566549645
269,null2,null,139,33,547,32,0,82,-0.0392987667379,-1.41178476462,1.27131697255,0.109566549645
270,null2,null,139,33,547,32,0,98,-0.0567069566914,-1.40058403235,0.371312768039,0.109566549645
271,null2,null,139,33,547,32,0,114,-0.0540948739535,-1.41457749619,0.842157117874,0.109566549645
272,null2,null,139,33,547,32,0,131,-0.0425975572157,-1.41371769825,1.10820636037,0.109566549645
273,null2,null,139,33,547,32,0,147,-0.0821714303792,-1.41623450988,0.428652930668,0.109566549645
274,null2,null,139,33,547,32,0,164,-0.0309901580346,-1.41665197559,0.598883246655,0.109566549645
275,null2,null,139,33,547,49,0,0,-0.0551543613094,-1.40633085148,0.771469258857,0.109566549645
276,null2,null,139,33,547,49,0,16,-0.0420726689336,-1.400774575,0.71898412957,0.109566549645
277,null2,null,139,33,547,49,0,32,-0.0304048816883,-1.41929749913,0.776676190122,0.109566549645
278,null2,null,139,33,547,49,0,49,-0.0431128801659,-1.4189312636,0.704273700724,0.109566549645
279,null2,null,139,33,547,49,0,65,-0.0543015724533,-1.43479683651,0.704000395441,0.109566549645
280,null2,null,139,33,547,49,0,82,-0.0280466239575,-1.41071766932,0.244764911659,0.109566549645
281,null2,null,139,33,547,49,0,98,-0.0240410162123,-1.41169843273,0.393609018542,0.109566549645
