,study,group,n_hosts,n_guests,n_links,additions,deletions,swaps,skew,kurtosis,eigengap,treedist
1207,null9,null,93,121,697,209,0,167,0.294953272798,-1.01507821371,0.0464731986187,0.0461734955633
1208,null9,null,93,121,697,209,0,188,0.279645830861,-1.0576100661,0.0490677949661,0.0461734955633
1209,null9,null,93,121,697,209,0,209,0.281165276596,-1.06144202859,0.0443319428357,0.0461734955633
1210,null10,null,91,18,343,0,0,0,-0.423521007011,-1.0064581039,0.913730538565,0.110383485947
1211,null10,null,91,18,343,0,0,10,-0.393368030987,-1.04562383366,0.912595449892,0.110383485947
1212,null10,null,91,18,343,0,0,20,-0.379468079176,-1.06979092322,0.252994380053,0.110383485947
1213,null10,null,91,18,343,0,0,30,-0.38996290583,-1.04953964046,0.999785323947,0.110383485947
1214,null10,null,91,18,343,0,0,41,-0.399397612812,-1.05543065319,0.793797645097,0.110383485947
1215,null10,null,91,18,343,0,0,51,-0.368497226509,-1.05506695678,0.451889469082,0.110383485947
1216,null10,null,91,18,343,0,0,61,-0.354552837467,-1.12050855324,1.02463871298,0.110383485947
1217,null10,null,91,18,343,0,0,72,-0.379774956005,-1.0887778618,0.831593412552,0.110383485947
1218,null10,null,91,18,343,0,0,82,-0.356307575347,-1.10989839922,0.939749125359,0.110383485947
1219,null10,null,91,18,343,0,0,92,-0.342928248205,-1.11274848057,1.05109522922,0.110383485947
1220,null10,null,91,18,343,0,0,102,-0.335049732476,-1.12094438737,0.798869490753,0.110383485947
1221,null10,null,91,18,343,10,0,0,-0.406234085009,-1.04171848588,1.06990261818,0.110383485947
1222,null10,null,91,18,343,10,0,10,-0.377204597094,-1.05526506182,0.890835274512,0.110383485947
1223,null10,null,91,18,343,10,0,20,-0.380602679214,-1.06225090291,1.23244858894,0.110383485947
1224,null10,null,91,18,343,10,0,30,-0.365055919482,-1.08712439897,0.730757821875,0.110383485947
1225,null10,null,91,18,343,10,0,41,-0.351205311832,-1.1122830386,0.438720300948,0.110383485947
1226,null10,null,91,18,343,10,0,51,-0.290049383408,-1.15771294804,0.996103862147,0.110383485947
1227,null10,null,91,18,343,10,0,61,-0.336403560581,-1.12638825785,0.979566510046,0.110383485947
1228,null10,null,91,18,343,10,0,72,-0.343297745929,-1.1293206294,1.16876661825,0.110383485947
1229,null10,null,91,18,343,10,0,82,-0.277227993611,-1.17416907988,1.00676331769,0.110383485947
1230,null10,null,91,18,343,10,0,92,-0.334197376401,-1.14261343471,0.373850491872,0.110383485947
1231,null10,null,91,18,343,10,0,102,-0.322962444443,-1.15395977997,0.795829170922,0.110383485947
1232,null10,null,91,18,343,20,0,0,-0.341760006807,-1.11472940438,1.114519169,0.110383485947
1233,null10,null,91,18,343,20,0,10,-0.30809448191,-1.14008866549,0.710489196108,0.110383485947
1234,null10,null,91,18,343,20,0,20,-0.30034664696,-1.17004984779,1.00943927127,0.110383485947
1235,null10,null,91,18,343,20,0,30,-0.282030282301,-1.18024391014,0.655097393452,0.110383485947
1236,null10,null,91,18,343,20,0,41,-0.34045892802,-1.11878309045,0.397087474563,0.110383485947
1237,null10,null,91,18,343,20,0,51,-0.300172393095,-1.17393949291,0.282132244533,0.110383485947
1238,null10,null,91,18,343,20,0,61,-0.28320380701,-1.19216392219,0.794286718361,0.110383485947
1239,null10,null,91,18,343,20,0,72,-0.303732053471,-1.16172972792,0.810593883194,0.110383485947
1240,null10,null,91,18,343,20,0,82,-0.251372009553,-1.2169411869,1.04535388991,0.110383485947
1241,null10,null,91,18,343,20,0,92,-0.27251117735,-1.20275920346,1.28023631961,0.110383485947
1242,null10,null,91,18,343,20,0,102,-0.232256521434,-1.2122135119,0.586908774824,0.110383485947
1243,null10,null,91,18,343,30,0,0,-0.29258853493,-1.16842241577,0.966185803892,0.110383485947
1244,null10,null,91,18,343,30,0,10,-0.293022791858,-1.16588482391,1.02634632469,0.110383485947
1245,null10,null,91,18,343,30,0,20,-0.27954139138,-1.17702026965,0.600104765453,0.110383485947
1246,null10,null,91,18,343,30,0,30,-0.248309003492,-1.22407888247,0.937663320264,0.110383485947
1247,null10,null,91,18,343,30,0,41,-0.249321079413,-1.2198224192,0.355567272634,0.110383485947
1248,null10,null,91,18,343,30,0,51,-0.277368401218,-1.19925135994,1.04472291361,0.110383485947
1249,null10,null,91,18,343,30,0,61,-0.236984978801,-1.2306286696,1.00906000772,0.110383485947
1250,null10,null,91,18,343,30,0,72,-0.237607036554,-1.23922869814,0.33859970035,0.110383485947
1251,null10,null,91,18,343,30,0,82,-0.276694996602,-1.20411239702,0.695837852861,0.110383485947
1252,null10,null,91,18,343,30,0,92,-0.274168841213,-1.1901613082,0.63597054391,0.110383485947
1253,null10,null,91,18,343,30,0,102,-0.232001916073,-1.25066710754,0.471078700066,0.110383485947
1254,null10,null,91,18,343,41,0,0,-0.260509874293,-1.21624661533,0.728747671188,0.110383485947
1255,null10,null,91,18,343,41,0,10,-0.296753628805,-1.20322050343,0.425090923444,0.110383485947
1256,null10,null,91,18,343,41,0,20,-0.27563547102,-1.20917877043,0.420566589972,0.110383485947
1257,null10,null,91,18,343,41,0,30,-0.211800281226,-1.23405193736,0.702578528241,0.110383485947
1258,null10,null,91,18,343,41,0,41,-0.238748220639,-1.21752474772,0.653217997183,0.110383485947
1259,null10,null,91,18,343,41,0,51,-0.201778693963,-1.26610886009,0.378201585191,0.110383485947
1260,null10,null,91,18,343,41,0,61,-0.208615076524,-1.22688860694,0.848231652992,0.110383485947
1261,null10,null,91,18,343,41,0,72,-0.236437961664,-1.24261235087,0.473076471948,0.110383485947
1262,null10,null,91,18,343,41,0,82,-0.192082483348,-1.29995022018,0.661265965623,0.110383485947
1263,null10,null,91,18,343,41,0,92,-0.146008734324,-1.29664047199,0.672097373982,0.110383485947
1264,null10,null,91,18,343,41,0,102,-0.191433092479,-1.29685477868,0.711366199608,0.110383485947
1265,null10,null,91,18,343,51,0,0,-0.220605721354,-1.25086057408,1.00710538192,0.110383485947
1266,null10,null,91,18,343,51,0,10,-0.205479192127,-1.25863784873,0.804933117945,0.110383485947
1267,null10,null,91,18,343,51,0,20,-0.195782793084,-1.25648606823,1.02220233684,0.110383485947
1268,null10,null,91,18,343,51,0,30,-0.160308363278,-1.27038507237,0.64106292131,0.110383485947
1269,null10,null,91,18,343,51,0,41,-0.160992660376,-1.30823789689,0.939390378871,0.110383485947
1270,null10,null,91,18,343,51,0,51,-0.164717647633,-1.26978801198,0.340828585745,0.110383485947
1271,null10,null,91,18,343,51,0,61,-0.168525787984,-1.27963672602,0.48527717716,0.110383485947
1272,null10,null,91,18,343,51,0,72,-0.144243204397,-1.29413039936,0.263720167649,0.110383485947
1273,null10,null,91,18,343,51,0,82,-0.132858321418,-1.29883262789,0.471872184691,0.110383485947
1274,null10,null,91,18,343,51,0,92,-0.166929921985,-1.28576263102,0.157243308064,0.110383485947
1275,null10,null,91,18,343,51,0,102,-0.181986496537,-1.26284417582,0.459761742611,0.110383485947
1276,null10,null,91,18,343,61,0,0,-0.147091165851,-1.30433060465,0.327287310605,0.110383485947
1277,null10,null,91,18,343,61,0,10,-0.184589432354,-1.29040552627,0.33819521361,0.110383485947
1278,null10,null,91,18,343,61,0,20,-0.156196440493,-1.27885561236,0.703436109925,0.110383485947
1279,null10,null,91,18,343,61,0,30,-0.157699510776,-1.28360184147,0.734870750002,0.110383485947
1280,null10,null,91,18,343,61,0,41,-0.117557900734,-1.33620747917,0.366780512692,0.110383485947
1281,null10,null,91,18,343,61,0,51,-0.136067348846,-1.3213822992,1.34542779406,0.110383485947
1282,null10,null,91,18,343,61,0,61,-0.157011865848,-1.34793698248,0.657052703412,0.110383485947
1283,null10,null,91,18,343,61,0,72,-0.161777875032,-1.28400867213,0.540555781038,0.110383485947
1284,null10,null,91,18,343,61,0,82,-0.108619810443,-1.31601022826,0.530411943861,0.110383485947
1285,null10,null,91,18,343,61,0,92,-0.108797457202,-1.30332077936,0.64905578071,0.110383485947
1286,null10,null,91,18,343,61,0,102,-0.0942931228374,-1.35629226887,0.310587932029,0.110383485947
1287,null10,null,91,18,343,72,0,0,-0.172465606046,-1.305861443,0.555812310947,0.110383485947
1288,null10,null,91,18,343,72,0,10,-0.0927665821315,-1.34868112383,0.674874151187,0.110383485947
1289,null10,null,91,18,343,72,0,20,-0.0590599450783,-1.33570651556,0.472160054002,0.110383485947
1290,null10,null,91,18,343,72,0,30,-0.145561657471,-1.30226658366,0.630770383367,0.110383485947
1291,null10,null,91,18,343,72,0,41,-0.0505694233146,-1.3304761539,0.8451676434,0.110383485947
1292,null10,null,91,18,343,72,0,51,-0.127278204903,-1.3561903529,0.533295515062,0.110383485947
1293,null10,null,91,18,343,72,0,61,-0.0881547291871,-1.3506815246,0.655314776186,0.110383485947
1294,null10,null,91,18,343,72,0,72,-0.0603295387922,-1.35540727957,0.548093320644,0.110383485947
1295,null10,null,91,18,343,72,0,82,-0.056038709399,-1.33924255986,0.326065816142,0.110383485947
1296,null10,null,91,18,343,72,0,92,-0.0788789728128,-1.34714719996,0.80325216548,0.110383485947
1297,null10,null,91,18,343,72,0,102,0.0232631549578,-1.378239476,0.107746739508,0.110383485947
1298,null10,null,91,18,343,82,0,0,-0.0831394017099,-1.35962330761,0.129744534216,0.110383485947
1299,null10,null,91,18,343,82,0,10,-0.0891681708001,-1.32555313664,0.322040164599,0.110383485947
1300,null10,null,91,18,343,82,0,20,-0.0994324350851,-1.34108048913,1.11817343521,0.110383485947
1301,null10,null,91,18,343,82,0,30,-0.0250567171422,-1.35807360786,0.455001960944,0.110383485947
1302,null10,null,91,18,343,82,0,41,-0.0187986164021,-1.37266833732,1.48442969575,0.110383485947
1303,null10,null,91,18,343,82,0,51,-0.0613886895334,-1.34140454896,0.607854541015,0.110383485947
1304,null10,null,91,18,343,82,0,61,-0.0628520979369,-1.32481731252,0.843592571333,0.110383485947
1305,null10,null,91,18,343,82,0,72,0.00918442428212,-1.39480446586,1.7802419829,0.110383485947
1306,null10,null,91,18,343,82,0,82,-0.088140561159,-1.36158441087,0.271343799104,0.110383485947
1307,null10,null,91,18,343,82,0,92,-0.0166913382122,-1.35196757084,0.798504816444,0.110383485947
1308,null10,null,91,18,343,82,0,102,-0.0651139751617,-1.36177092637,0.507078096045,0.110383485947
1309,null10,null,91,18,343,92,0,0,-0.0267656632009,-1.39489569555,1.17888488307,0.110383485947
1310,null10,null,91,18,343,92,0,10,-0.0515126992449,-1.36589255809,0.733214594951,0.110383485947
1311,null10,null,91,18,343,92,0,20,-0.0185699155144,-1.36103245676,0.757756968807,0.110383485947
1312,null10,null,91,18,343,92,0,30,-0.0554453050896,-1.38046624274,0.940395832278,0.110383485947
1313,null10,null,91,18,343,92,0,41,-0.040100646565,-1.37885436747,0.172647258091,0.110383485947
1314,null10,null,91,18,343,92,0,51,0.00237879528233,-1.36966948352,0.946788614324,0.110383485947
1315,null10,null,91,18,343,92,0,61,-0.00469593502846,-1.37257593677,0.815877114898,0.110383485947
1316,null10,null,91,18,343,92,0,72,0.0270994465097,-1.36206815713,0.735650489993,0.110383485947
1317,null10,null,91,18,343,92,0,82,-0.0132035258406,-1.3824020331,0.123888959212,0.110383485947
1318,null10,null,91,18,343,92,0,92,-0.0080135772842,-1.37360730219,0.496829880797,0.110383485947
1319,null10,null,91,18,343,92,0,102,0.0342140297684,-1.40163315947,0.503160087132,0.110383485947
1320,null10,null,91,18,343,102,0,0,-0.00368252045559,-1.34097924321,0.167541710817,0.110383485947
1321,null10,null,91,18,343,102,0,10,0.0183790456061,-1.37832763104,0.0955277253651,0.110383485947
1322,null10,null,91,18,343,102,0,20,0.00804051889302,-1.36374543534,0.179108987164,0.110383485947
1323,null10,null,91,18,343,102,0,30,-0.0215586991542,-1.3746957909,0.530049965189,0.110383485947
1324,null10,null,91,18,343,102,0,41,-0.0202036988383,-1.37120933435,0.736028153807,0.110383485947
1325,null10,null,91,18,343,102,0,51,0.0384828613002,-1.40477660097,0.175610001286,0.110383485947
1326,null10,null,91,18,343,102,0,61,0.0400270036508,-1.36567154332,0.148367537502,0.110383485947
1327,null10,null,91,18,343,102,0,72,0.0319552762834,-1.37313773171,0.349426204832,0.110383485947
1328,null10,null,91,18,343,102,0,82,-0.0152353721043,-1.39023815104,0.0948322523982,0.110383485947
1329,null10,null,91,18,343,102,0,92,0.0435079076679,-1.39260353942,0.128060070471,0.110383485947
1330,null10,null,91,18,343,102,0,102,-0.00304115408172,-1.40791380424,0.111504601413,0.110383485947
1331,null11,null,179,24,375,0,0,0,0.311315314821,-1.37914500131,0.142477647617,0.16764549898
1332,null11,null,179,24,375,0,0,11,0.31585176828,-1.37703876904,0.14691639152,0.16764549898
1333,null11,null,179,24,375,0,0,22,0.317731209456,-1.38022406673,0.162520348802,0.16764549898
1334,null11,null,179,24,375,0,0,33,0.328360139856,-1.37243017358,0.106198307527,0.16764549898
1335,null11,null,179,24,375,0,0,45,0.322498248466,-1.37226762501,0.10256168645,0.16764549898
1336,null11,null,179,24,375,0,0,56,0.317476087052,-1.38131453016,0.305166898671,0.16764549898
1337,null11,null,179,24,375,0,0,67,0.321874610944,-1.37749902597,0.135873918511,0.16764549898
1338,null11,null,179,24,375,0,0,78,0.346939197677,-1.36233760339,0.178271781586,0.16764549898
1339,null11,null,179,24,375,0,0,90,0.322577077284,-1.37662672003,0.113291310719,0.16764549898
1340,null11,null,179,24,375,0,0,101,0.319461746611,-1.37620134631,0.0973381175009,0.16764549898
1341,null11,null,179,24,375,0,0,112,0.33882000231,-1.36393403303,0.463789013695,0.16764549898
1342,null11,null,179,24,375,11,0,0,0.341478550089,-1.36163003116,0.139264211872,0.16764549898
1343,null11,null,179,24,375,11,0,11,0.331356644065,-1.37080937513,0.143576953745,0.16764549898
1344,null11,null,179,24,375,11,0,22,0.341299837146,-1.3567223958,0.140892911125,0.16764549898
1345,null11,null,179,24,375,11,0,33,0.344016410632,-1.36325024754,0.193655485598,0.16764549898
1346,null11,null,179,24,375,11,0,45,0.346929469075,-1.35550584353,0.129226971964,0.16764549898
1347,null11,null,179,24,375,11,0,56,0.369169400453,-1.35032752673,0.0845957458894,0.16764549898
1348,null11,null,179,24,375,11,0,67,0.353807753915,-1.35769916855,0.162020709155,0.16764549898
1349,null11,null,179,24,375,11,0,78,0.343991518376,-1.3712417029,0.0921233084996,0.16764549898
1350,null11,null,179,24,375,11,0,90,0.341997797515,-1.36807474622,0.138447517391,0.16764549898
1351,null11,null,179,24,375,11,0,101,0.365627491553,-1.35350146358,0.310827730779,0.16764549898
1352,null11,null,179,24,375,11,0,112,0.375607040346,-1.33683304779,0.255723764666,0.16764549898
1353,null11,null,179,24,375,22,0,0,0.364922032218,-1.34376476669,0.141281811838,0.16764549898
1354,null11,null,179,24,375,22,0,11,0.367753988482,-1.34766020807,0.128986022059,0.16764549898
1355,null11,null,179,24,375,22,0,22,0.362200109792,-1.35204088844,0.177767360197,0.16764549898
1356,null11,null,179,24,375,22,0,33,0.369627836431,-1.3461034535,0.128243637536,0.16764549898
1357,null11,null,179,24,375,22,0,45,0.371970686975,-1.35225756745,0.267618671093,0.16764549898
1358,null11,null,179,24,375,22,0,56,0.378182119691,-1.34963517587,0.65924511636,0.16764549898
1359,null11,null,179,24,375,22,0,67,0.375578869402,-1.34283285925,0.184240828324,0.16764549898
1360,null11,null,179,24,375,22,0,78,0.392376688416,-1.32594407745,0.183833428568,0.16764549898
1361,null11,null,179,24,375,22,0,90,0.375583758655,-1.34133804176,0.123547793567,0.16764549898
1362,null11,null,179,24,375,22,0,101,0.398424293655,-1.31930054803,0.245760017153,0.16764549898
1363,null11,null,179,24,375,22,0,112,0.379363892658,-1.34440737246,0.0544829939881,0.16764549898
1364,null11,null,179,24,375,33,0,0,0.395237138883,-1.33628842505,0.590603672294,0.16764549898
1365,null11,null,179,24,375,33,0,11,0.378174472566,-1.33173186177,0.141176877722,0.16764549898
1366,null11,null,179,24,375,33,0,22,0.405716612103,-1.31643438005,0.112587998013,0.16764549898
1367,null11,null,179,24,375,33,0,33,0.389480162438,-1.34475556259,0.0672450988933,0.16764549898
1368,null11,null,179,24,375,33,0,45,0.404332735213,-1.31608650907,0.459053499009,0.16764549898
1369,null11,null,179,24,375,33,0,56,0.388394325009,-1.33193545424,0.254060792754,0.16764549898
1370,null11,null,179,24,375,33,0,67,0.409422731506,-1.31183540133,0.236099260502,0.16764549898
1371,null11,null,179,24,375,33,0,78,0.407403843564,-1.32651891489,0.118545020336,0.16764549898
1372,null11,null,179,24,375,33,0,90,0.406658698721,-1.31979379781,0.218593546864,0.16764549898
1373,null11,null,179,24,375,33,0,101,0.420269804603,-1.31834989371,0.129003506213,0.16764549898
1374,null11,null,179,24,375,33,0,112,0.39351224271,-1.32261657001,0.251936645794,0.16764549898
1375,null11,null,179,24,375,45,0,0,0.418058925702,-1.30433880867,0.308441544736,0.16764549898
1376,null11,null,179,24,375,45,0,11,0.419464186324,-1.30642799476,0.139518068198,0.16764549898
1377,null11,null,179,24,375,45,0,22,0.426796786523,-1.29755374924,0.109448620948,0.16764549898
1378,null11,null,179,24,375,45,0,33,0.447749747128,-1.29240333646,0.124857648291,0.16764549898
1379,null11,null,179,24,375,45,0,45,0.434989419378,-1.30061256288,0.240345912868,0.16764549898
1380,null11,null,179,24,375,45,0,56,0.426176133948,-1.30800996249,0.339297690831,0.16764549898
1381,null11,null,179,24,375,45,0,67,0.469066361388,-1.27105490485,0.162201793766,0.16764549898
1382,null11,null,179,24,375,45,0,78,0.428243657741,-1.3061806371,0.121288370724,0.16764549898
1383,null11,null,179,24,375,45,0,90,0.45029177146,-1.28928146042,0.0893519387126,0.16764549898
1384,null11,null,179,24,375,45,0,101,0.427698379522,-1.29754432715,0.0735345592466,0.16764549898
1385,null11,null,179,24,375,45,0,112,0.427716125105,-1.30404298145,0.0795778085484,0.16764549898
1386,null11,null,179,24,375,56,0,0,0.447859292545,-1.29090429878,0.112191866792,0.16764549898
1387,null11,null,179,24,375,56,0,11,0.454796303893,-1.28107115254,0.197836066149,0.16764549898
1388,null11,null,179,24,375,56,0,22,0.447918483525,-1.28390879468,0.479577089343,0.16764549898
1389,null11,null,179,24,375,56,0,33,0.464748138659,-1.27794504511,0.140610244461,0.16764549898
1390,null11,null,179,24,375,56,0,45,0.428461415454,-1.31268900809,0.131587550295,0.16764549898
1391,null11,null,179,24,375,56,0,56,0.456050766956,-1.27592507493,0.200289726233,0.16764549898
1392,null11,null,179,24,375,56,0,67,0.454730066019,-1.28296470045,0.213214127388,0.16764549898
1393,null11,null,179,24,375,56,0,78,0.453971434529,-1.27347374307,0.109289643112,0.16764549898
1394,null11,null,179,24,375,56,0,90,0.472427315747,-1.2632770996,0.20766909266,0.16764549898
1395,null11,null,179,24,375,56,0,101,0.461773991646,-1.2767574323,0.63231312068,0.16764549898
1396,null11,null,179,24,375,56,0,112,0.472368077018,-1.26779824181,0.212961560674,0.16764549898
1397,null11,null,179,24,375,67,0,0,0.478782536069,-1.27026735566,0.461043046983,0.16764549898
1398,null11,null,179,24,375,67,0,11,0.480290963976,-1.25537672964,0.0358045479119,0.16764549898
1399,null11,null,179,24,375,67,0,22,0.49666494399,-1.2455103862,0.638814773509,0.16764549898
1400,null11,null,179,24,375,67,0,33,0.490834307938,-1.25662035369,0.263463992674,0.16764549898
1401,null11,null,179,24,375,67,0,45,0.496323621947,-1.25836321549,0.0651529587603,0.16764549898
1402,null11,null,179,24,375,67,0,56,0.448220762559,-1.30135962564,0.0437489693777,0.16764549898
1403,null11,null,179,24,375,67,0,67,0.498431475143,-1.23586424166,0.127702183285,0.16764549898
1404,null11,null,179,24,375,67,0,78,0.488748890236,-1.26102066463,0.0541596940384,0.16764549898
1405,null11,null,179,24,375,67,0,90,0.497830365179,-1.23434100831,0.0643707388794,0.16764549898
1406,null11,null,179,24,375,67,0,101,0.486815886972,-1.2560145217,0.0339398594555,0.16764549898
1407,null11,null,179,24,375,67,0,112,0.476702185738,-1.26544011427,0.489810871988,0.16764549898
1408,null11,null,179,24,375,78,0,0,0.522165021495,-1.21897827769,0.318367146563,0.16764549898
1409,null11,null,179,24,375,78,0,11,0.49263438223,-1.23871888408,0.170496551383,0.16764549898
1410,null11,null,179,24,375,78,0,22,0.533567209554,-1.21199375778,0.0496603057751,0.16764549898
1411,null11,null,179,24,375,78,0,33,0.530518649937,-1.21641567489,0.401452073548,0.16764549898
1412,null11,null,179,24,375,78,0,45,0.515624233783,-1.23180176178,0.222418656017,0.16764549898
1413,null11,null,179,24,375,78,0,56,0.497743520914,-1.24795769572,0.0978666485871,0.16764549898
1414,null11,null,179,24,375,78,0,67,0.515565129609,-1.220482752,0.109033004104,0.16764549898
1415,null11,null,179,24,375,78,0,78,0.526242257697,-1.20994394762,0.209858064519,0.16764549898
1416,null11,null,179,24,375,78,0,90,0.540270550313,-1.19618196474,0.198303729398,0.16764549898
1417,null11,null,179,24,375,78,0,101,0.562837102236,-1.17240524815,0.227355426615,0.16764549898
1418,null11,null,179,24,375,78,0,112,0.507457349246,-1.23760427052,0.141550412053,0.16764549898
1419,null11,null,179,24,375,90,0,0,0.519477479685,-1.2257839106,0.692987487277,0.16764549898
1420,null11,null,179,24,375,90,0,11,0.53405803485,-1.21501237723,0.121877801162,0.16764549898
1421,null11,null,179,24,375,90,0,22,0.54405127346,-1.1875871681,0.712060338745,0.16764549898
1422,null11,null,179,24,375,90,0,33,0.537289883348,-1.20246705151,0.26977619046,0.16764549898
1423,null11,null,179,24,375,90,0,45,0.553350554139,-1.18776149095,0.466493235638,0.16764549898
1424,null11,null,179,24,375,90,0,56,0.553756168549,-1.16753379923,0.0965747640999,0.16764549898
1425,null11,null,179,24,375,90,0,67,0.554313070896,-1.18575404535,0.305936220987,0.16764549898
1426,null11,null,179,24,375,90,0,78,0.557692102137,-1.18144350805,0.269333727882,0.16764549898
1427,null11,null,179,24,375,90,0,90,0.55668241058,-1.18347508719,0.026729268833,0.16764549898
1428,null11,null,179,24,375,90,0,101,0.52964681738,-1.22580041586,0.0248820102568,0.16764549898
1429,null11,null,179,24,375,90,0,112,0.542437020426,-1.18932448711,0.0830036337342,0.16764549898
1430,null11,null,179,24,375,101,0,0,0.568847667669,-1.17547394987,0.40560255976,0.16764549898
1431,null11,null,179,24,375,101,0,11,0.570591758797,-1.16199398376,0.155991171769,0.16764549898
1432,null11,null,179,24,375,101,0,22,0.580082988494,-1.14193372675,0.303115480362,0.16764549898
1433,null11,null,179,24,375,101,0,33,0.553574258162,-1.17629682829,0.113000337091,0.16764549898
1434,null11,null,179,24,375,101,0,45,0.566049315934,-1.1629819078,0.170749254231,0.16764549898
1435,null11,null,179,24,375,101,0,56,0.573928481493,-1.17402232678,0.081181247939,0.16764549898
1436,null11,null,179,24,375,101,0,67,0.556604231046,-1.17748427673,0.143254455708,0.16764549898
1437,null11,null,179,24,375,101,0,78,0.563408149777,-1.18022661326,0.182373111101,0.16764549898
1438,null11,null,179,24,375,101,0,90,0.586530195881,-1.15569660356,0.0474802955065,0.16764549898
1439,null11,null,179,24,375,101,0,101,0.565474084689,-1.17783379087,0.169800510642,0.16764549898
1440,null11,null,179,24,375,101,0,112,0.572055803344,-1.14687626993,0.13702242161,0.16764549898
1441,null11,null,179,24,375,112,0,0,0.588740570195,-1.1419486052,0.577313289026,0.16764549898
1442,null11,null,179,24,375,112,0,11,0.628211138893,-1.09570397208,0.628918140207,0.16764549898
1443,null11,null,179,24,375,112,0,22,0.59455778943,-1.14810373853,0.116554565958,0.16764549898
1444,null11,null,179,24,375,112,0,33,0.603229744503,-1.13096388039,0.404117805249,0.16764549898
1445,null11,null,179,24,375,112,0,45,0.608678136035,-1.11840441858,0.103269003666,0.16764549898
1446,null11,null,179,24,375,112,0,56,0.628511540881,-1.1074460055,0.273900464865,0.16764549898
1447,null11,null,179,24,375,112,0,67,0.599480261548,-1.14265285678,0.146787343025,0.16764549898
1448,null11,null,179,24,375,112,0,78,0.59739625291,-1.13377466667,0.401265445856,0.16764549898
1449,null11,null,179,24,375,112,0,90,0.592911255596,-1.13536019588,0.0456351988475,0.16764549898
1450,null11,null,179,24,375,112,0,101,0.602160220255,-1.13200654758,0.0480642668947,0.16764549898
1451,null11,null,179,24,375,112,0,112,0.626340958267,-1.10266130182,0.0520371266711,0.16764549898
1452,null12,null,163,44,573,0,0,0,-0.00874469970168,-1.27564745606,0.717268583737,0.116660187998
1453,null12,null,163,44,573,0,0,17,-0.009072424587,-1.27704691084,0.720393626801,0.116660187998
1454,null12,null,163,44,573,0,0,34,-0.00208174732038,-1.28492138466,0.731744604073,0.116660187998
1455,null12,null,163,44,573,0,0,51,0.00561345501728,-1.2996232071,0.268204378614,0.116660187998
1456,null12,null,163,44,573,0,0,68,0.0127899447906,-1.30518358097,0.56494452139,0.116660187998
1457,null12,null,163,44,573,0,0,85,0.00126788126611,-1.28817080805,0.784153183071,0.116660187998
1458,null12,null,163,44,573,0,0,103,0.0248008833183,-1.30567380608,0.650379643111,0.116660187998
1459,null12,null,163,44,573,0,0,120,-0.00295986585966,-1.2982874324,0.887855885861,0.116660187998
1460,null12,null,163,44,573,0,0,137,0.005624332451,-1.30315614975,0.561801771314,0.116660187998
1461,null12,null,163,44,573,0,0,154,0.00923937269253,-1.29287153031,0.714623440021,0.116660187998
1462,null12,null,163,44,573,0,0,171,0.00303706735434,-1.30045084434,0.715726621702,0.116660187998
1463,null12,null,163,44,573,17,0,0,0.00897309011469,-1.29277706803,1.00784430811,0.116660187998
1464,null12,null,163,44,573,17,0,17,0.0189310100448,-1.27640718137,0.806374570864,0.116660187998
1465,null12,null,163,44,573,17,0,34,0.0197164335134,-1.28701429297,0.780520261952,0.116660187998
1466,null12,null,163,44,573,17,0,51,0.0236048191575,-1.29305777994,0.224910100188,0.116660187998
1467,null12,null,163,44,573,17,0,68,0.0154422227032,-1.29883295697,0.87375627713,0.116660187998
1468,null12,null,163,44,573,17,0,85,0.0564413809033,-1.31633947922,0.63602549493,0.116660187998
1469,null12,null,163,44,573,17,0,103,0.0172144561272,-1.30884286348,0.45567668557,0.116660187998
1470,null12,null,163,44,573,17,0,120,0.0496047275972,-1.3147861271,0.546025974663,0.116660187998
1471,null12,null,163,44,573,17,0,137,0.0847937638716,-1.3138765951,0.54404955472,0.116660187998
1472,null12,null,163,44,573,17,0,154,0.0469086441303,-1.32852706259,0.468546457974,0.116660187998
1473,null12,null,163,44,573,17,0,171,0.0531188030172,-1.31223366778,0.845792594451,0.116660187998
1474,null12,null,163,44,573,34,0,0,0.0503201103407,-1.29921071971,0.811445086104,0.116660187998
1475,null12,null,163,44,573,34,0,17,0.0535302289221,-1.3172028858,0.638506087882,0.116660187998
1476,null12,null,163,44,573,34,0,34,0.0559395274968,-1.29685114277,0.628061822023,0.116660187998
1477,null12,null,163,44,573,34,0,51,0.0518142963532,-1.31471890067,0.565551437983,0.116660187998
1478,null12,null,163,44,573,34,0,68,0.0739311668283,-1.30890385169,0.734851026111,0.116660187998
1479,null12,null,163,44,573,34,0,85,0.0579079723433,-1.32180198277,0.420341063725,0.116660187998
1480,null12,null,163,44,573,34,0,103,0.047319009939,-1.3436202404,0.386509290872,0.116660187998
1481,null12,null,163,44,573,34,0,120,0.0920358164372,-1.31556895603,0.437904190315,0.116660187998
1482,null12,null,163,44,573,34,0,137,0.081311607204,-1.3097250358,0.4573924753,0.116660187998
1483,null12,null,163,44,573,34,0,154,0.0747172756288,-1.30596273545,0.062303821542,0.116660187998
1484,null12,null,163,44,573,34,0,171,0.0723238101224,-1.34529619671,0.23914909116,0.116660187998
1485,null12,null,163,44,573,51,0,0,0.0831245074279,-1.31841411902,0.780964915661,0.116660187998
1486,null12,null,163,44,573,51,0,17,0.0832595413268,-1.3417819077,0.459314134086,0.116660187998
